Date,Close
3/3/2015 16:00:00,33.84
3/4/2015 16:00:00,33.63
3/5/2015 16:00:00,34
3/6/2015 16:00:00,33.52
3/9/2015 16:00:00,33.67
3/10/2015 16:00:00,32.88
3/11/2015 16:00:00,32.84
3/12/2015 16:00:00,32.87
3/13/2015 16:00:00,33.01
3/16/2015 16:00:00,34.04
3/17/2015 16:00:00,34.38
3/18/2015 16:00:00,36.16
3/19/2015 16:00:00,36.1
3/20/2015 16:00:00,37.01
3/23/2015 16:00:00,35.88
3/24/2015 16:00:00,35.79
3/25/2015 16:00:00,35.35
3/26/2015 16:00:00,35.76
3/27/2015 16:00:00,36.05
3/30/2015 16:00:00,36.09
3/31/2015 16:00:00,36.17
4/1/2015 16:00:00,36.15
4/2/2015 16:00:00,36.51
4/6/2015 16:00:00,37.17
4/7/2015 16:00:00,37.05
4/8/2015 16:00:00,37.57
4/9/2015 16:00:00,37.94
4/10/2015 16:00:00,37.94
4/13/2015 16:00:00,37.14
4/14/2015 16:00:00,37.05
4/15/2015 16:00:00,37.16
4/16/2015 16:00:00,37.23
4/17/2015 16:00:00,36.84
4/20/2015 16:00:00,36.76
4/21/2015 16:00:00,36.87
4/22/2015 16:00:00,37.19
4/23/2015 16:00:00,37.36
4/24/2015 16:00:00,37.18
4/27/2015 16:00:00,36.73
4/28/2015 16:00:00,36.74
4/29/2015 16:00:00,36.68
4/30/2015 16:00:00,38.34
5/1/2015 16:00:00,38.73
5/4/2015 16:00:00,38.6
5/5/2015 16:00:00,38.21
5/6/2015 16:00:00,38.07
5/7/2015 16:00:00,38.08
5/8/2015 16:00:00,38.69
5/11/2015 16:00:00,38.74
5/12/2015 16:00:00,38.74
5/13/2015 16:00:00,38.99
5/14/2015 16:00:00,39.7
5/15/2015 16:00:00,39.4
5/18/2015 16:00:00,39.79
5/19/2015 16:00:00,39.45
5/20/2015 16:00:00,40.56
5/21/2015 16:00:00,41.46
5/22/2015 16:00:00,41.05
5/26/2015 16:00:00,40.91
5/27/2015 16:00:00,41.66
5/28/2015 16:00:00,41.79
5/29/2015 16:00:00,41.27
6/1/2015 16:00:00,41.53
6/2/2015 16:00:00,41.77
6/3/2015 16:00:00,41.7
6/4/2015 16:00:00,41.41
6/5/2015 16:00:00,41.76
6/8/2015 16:00:00,41.36
6/9/2015 16:00:00,41.45
6/10/2015 16:00:00,41.98
6/11/2015 16:00:00,41.82
6/12/2015 16:00:00,41.46
6/15/2015 16:00:00,41.23
6/16/2015 16:00:00,41.49
6/17/2015 16:00:00,41.54
6/18/2015 16:00:00,42.1
6/19/2015 16:00:00,42.25
6/22/2015 16:00:00,42.53
6/23/2015 16:00:00,42.3
6/24/2015 16:00:00,41.88
6/25/2015 16:00:00,41.9
6/26/2015 16:00:00,41.67
6/29/2015 16:00:00,41.01
6/30/2015 16:00:00,41.02
7/1/2015 16:00:00,41.25
7/2/2015 16:00:00,41.18
7/6/2015 16:00:00,41.04
7/7/2015 16:00:00,41.32
7/8/2015 16:00:00,40.66
7/9/2015 16:00:00,40.78
7/10/2015 16:00:00,38.78
7/13/2015 16:00:00,38.64
7/14/2015 16:00:00,38.65
7/15/2015 16:00:00,39.36
7/16/2015 16:00:00,39.4
7/17/2015 16:00:00,39.06
7/20/2015 16:00:00,39.05
7/21/2015 16:00:00,38.77
7/22/2015 16:00:00,39.12
7/23/2015 16:00:00,38.63
7/24/2015 16:00:00,38.38
7/27/2015 16:00:00,38.27
7/28/2015 16:00:00,38.72
7/29/2015 16:00:00,37.8
7/30/2015 16:00:00,36.23
7/31/2015 16:00:00,36.35
8/3/2015 16:00:00,36.58
8/4/2015 16:00:00,36.5
8/5/2015 16:00:00,36.5
8/6/2015 16:00:00,36.07
8/7/2015 16:00:00,35.91
8/10/2015 16:00:00,36.55
8/11/2015 16:00:00,36.34
8/12/2015 16:00:00,35.7
8/13/2015 16:00:00,35.53
8/14/2015 16:00:00,35.93
8/17/2015 16:00:00,36.36
8/18/2015 16:00:00,36.4
8/19/2015 16:00:00,36.12
8/20/2015 16:00:00,35.29
8/21/2015 16:00:00,34.44
8/24/2015 16:00:00,33.89
8/25/2015 16:00:00,33.46
8/26/2015 16:00:00,33.88
8/27/2015 16:00:00,34.31
8/28/2015 16:00:00,34.15
8/31/2015 16:00:00,33.12
9/1/2015 16:00:00,32.29
9/2/2015 16:00:00,32.28
9/3/2015 16:00:00,32.68
9/4/2015 16:00:00,31.99
9/8/2015 16:00:00,32.98
9/9/2015 16:00:00,31.91
9/10/2015 16:00:00,32.33
9/11/2015 16:00:00,32.55
9/14/2015 16:00:00,32.77
9/15/2015 16:00:00,33
9/16/2015 16:00:00,33.41
9/17/2015 16:00:00,33.51
9/18/2015 16:00:00,33.42
9/21/2015 16:00:00,33.99
9/22/2015 16:00:00,33.63
9/23/2015 16:00:00,33.17
9/24/2015 16:00:00,32.6
9/25/2015 16:00:00,32.51
9/28/2015 16:00:00,31.71
9/29/2015 16:00:00,30.97
9/30/2015 16:00:00,31.74
10/1/2015 16:00:00,31.4
10/2/2015 16:00:00,32.01
10/5/2015 16:00:00,33.21
10/6/2015 16:00:00,34.03
10/7/2015 16:00:00,33.84
10/8/2015 16:00:00,33.92
10/9/2015 16:00:00,34.67
10/12/2015 16:00:00,34.9
10/13/2015 16:00:00,34.68
10/14/2015 16:00:00,34.51
10/15/2015 16:00:00,34.62
10/16/2015 16:00:00,35.13
10/19/2015 16:00:00,35.08
10/20/2015 16:00:00,34.83
10/21/2015 16:00:00,33.58
10/22/2015 16:00:00,34.18
10/23/2015 16:00:00,34.33
10/26/2015 16:00:00,34.46
10/27/2015 16:00:00,34.03
10/28/2015 16:00:00,34.8
10/29/2015 16:00:00,34.06
10/30/2015 16:00:00,35.44
11/2/2015 16:00:00,36.16
11/3/2015 16:00:00,36.91
11/4/2015 16:00:00,36.55
11/5/2015 16:00:00,36.3
11/6/2015 16:00:00,36.4
11/9/2015 16:00:00,36.05
11/10/2015 16:00:00,36.41
11/11/2015 16:00:00,36.62
11/12/2015 16:00:00,35.82
11/13/2015 16:00:00,35.16
11/16/2015 16:00:00,35.41
11/17/2015 16:00:00,36.07
11/18/2015 16:00:00,36.03
11/19/2015 16:00:00,36.4
11/20/2015 16:00:00,36.63
11/23/2015 16:00:00,36.42
11/24/2015 16:00:00,36.54
11/25/2015 16:00:00,36.54
11/27/2015 16:00:00,36.46
11/30/2015 16:00:00,36.04
12/1/2015 16:00:00,36.13
12/2/2015 16:00:00,35.86
12/3/2015 16:00:00,34.78
12/4/2015 16:00:00,35.32
12/7/2015 16:00:00,35.07
12/8/2015 16:00:00,35.22
12/9/2015 16:00:00,34.82
12/10/2015 16:00:00,34.68
12/11/2015 16:00:00,34.12
12/14/2015 16:00:00,34.16
12/15/2015 16:00:00,34.23
12/16/2015 16:00:00,34.38
12/17/2015 16:00:00,33.94
12/18/2015 16:00:00,33.71
12/21/2015 16:00:00,33.53
12/22/2015 16:00:00,34.24
12/23/2015 16:00:00,35.12
12/24/2015 16:00:00,35.41
12/28/2015 16:00:00,35.21
12/29/2015 16:00:00,35.36
12/30/2015 16:00:00,35.04
12/31/2015 16:00:00,34.63
1/4/2016 16:00:00,33.73
1/5/2016 16:00:00,33.66
1/6/2016 16:00:00,33.07
1/7/2016 16:00:00,31.77
1/8/2016 16:00:00,31.36
1/11/2016 16:00:00,31.07
1/12/2016 16:00:00,31.14
1/13/2016 16:00:00,30.06
1/14/2016 16:00:00,31.34
1/15/2016 16:00:00,30.68
1/19/2016 16:00:00,30.1
1/20/2016 16:00:00,29.61
1/21/2016 16:00:00,31.14
1/22/2016 16:00:00,31.45
1/25/2016 16:00:00,29.94
1/26/2016 16:00:00,30.26
1/27/2016 16:00:00,29.55
1/28/2016 16:00:00,28.94
1/29/2016 16:00:00,29.61
2/1/2016 16:00:00,30.38
2/2/2016 16:00:00,29.42
2/3/2016 16:00:00,29.57
2/4/2016 16:00:00,29.59
2/5/2016 16:00:00,28.11
2/8/2016 16:00:00,27.71
2/9/2016 16:00:00,27.78
2/10/2016 16:00:00,27.78
2/11/2016 16:00:00,28.04
2/12/2016 16:00:00,28.63
2/16/2016 16:00:00,28.66
2/17/2016 16:00:00,29.68
2/18/2016 16:00:00,29.46
2/19/2016 16:00:00,30.1
2/22/2016 16:00:00,30.57
2/23/2016 16:00:00,30.02
2/24/2016 16:00:00,30.44
2/25/2016 16:00:00,30.8
2/26/2016 16:00:00,31.23
2/29/2016 16:00:00,30.91
3/1/2016 16:00:00,31.99
3/2/2016 16:00:00,32.12
3/3/2016 16:00:00,32.22
3/4/2016 16:00:00,32.18
3/7/2016 16:00:00,31.88
3/8/2016 16:00:00,31.51
3/9/2016 16:00:00,31.55
3/10/2016 16:00:00,31.21
3/11/2016 16:00:00,31.51
3/14/2016 16:00:00,31.69
3/15/2016 16:00:00,31.57
3/16/2016 16:00:00,31.84
3/17/2016 16:00:00,32.32
3/18/2016 16:00:00,32.84
3/21/2016 16:00:00,32.28
3/22/2016 16:00:00,32.42
3/23/2016 16:00:00,31.59
3/24/2016 16:00:00,32.1
3/28/2016 16:00:00,32.03
3/29/2016 16:00:00,32.89
3/30/2016 16:00:00,32.93
3/31/2016 16:00:00,33.16
4/1/2016 16:00:00,33
4/4/2016 16:00:00,32.63
4/5/2016 16:00:00,32.1
4/6/2016 16:00:00,32.65
4/7/2016 16:00:00,32.2
4/8/2016 16:00:00,31.96
4/11/2016 16:00:00,32.38
4/12/2016 16:00:00,32.29
4/13/2016 16:00:00,32.96
4/14/2016 16:00:00,32.74
4/15/2016 16:00:00,33.29
4/18/2016 16:00:00,33.38
4/19/2016 16:00:00,33.68
4/20/2016 16:00:00,34.21
4/21/2016 16:00:00,37.55
4/22/2016 16:00:00,37.02
4/25/2016 16:00:00,36.85
4/26/2016 16:00:00,37.04
4/27/2016 16:00:00,36.96
4/28/2016 16:00:00,36.68
4/29/2016 16:00:00,36.46
5/2/2016 16:00:00,36.97
5/3/2016 16:00:00,36.49
5/4/2016 16:00:00,35.73
5/5/2016 16:00:00,35.53
5/6/2016 16:00:00,35.58
5/9/2016 16:00:00,35.57
5/10/2016 16:00:00,36.31
5/11/2016 16:00:00,36.16
5/12/2016 16:00:00,35.84
5/13/2016 16:00:00,35.38
5/16/2016 16:00:00,35.73
5/17/2016 16:00:00,35.32
5/18/2016 16:00:00,35.13
5/19/2016 16:00:00,34.98
5/20/2016 16:00:00,35.66
5/23/2016 16:00:00,35.37
5/24/2016 16:00:00,36.08
5/25/2016 16:00:00,35.83
5/26/2016 16:00:00,35.76
5/27/2016 16:00:00,35.95
5/31/2016 16:00:00,35.74
6/1/2016 16:00:00,35.97
6/2/2016 16:00:00,36.46
6/3/2016 16:00:00,36.48
6/6/2016 16:00:00,37.34
6/7/2016 16:00:00,37.29
6/8/2016 16:00:00,38.15
6/9/2016 16:00:00,37.88
6/10/2016 16:00:00,37.03
6/13/2016 16:00:00,37.2
6/14/2016 16:00:00,37.75
6/15/2016 16:00:00,38.23
6/16/2016 16:00:00,38.8
6/17/2016 16:00:00,38.38
6/20/2016 16:00:00,38.98
6/21/2016 16:00:00,39.11
6/22/2016 16:00:00,38.62
6/23/2016 16:00:00,39.39
6/24/2016 16:00:00,36.75
6/27/2016 16:00:00,34.95
6/28/2016 16:00:00,35.19
6/29/2016 16:00:00,36.27
6/30/2016 16:00:00,37.58
7/1/2016 16:00:00,37.9
7/5/2016 16:00:00,37.35
7/6/2016 16:00:00,37.34
7/7/2016 16:00:00,37.39
7/8/2016 16:00:00,38.36
7/11/2016 16:00:00,38.61
7/12/2016 16:00:00,38.77
7/13/2016 16:00:00,38.28
7/14/2016 16:00:00,38.56
7/15/2016 16:00:00,38.73
7/18/2016 16:00:00,38.94
7/19/2016 16:00:00,39.04
7/20/2016 16:00:00,39.56
7/21/2016 16:00:00,40.17
7/22/2016 16:00:00,40.55
7/25/2016 16:00:00,40.08
7/26/2016 16:00:00,40.36
7/27/2016 16:00:00,40.29
7/28/2016 16:00:00,40.11
7/29/2016 16:00:00,39.73
8/1/2016 16:00:00,40.39
8/2/2016 16:00:00,39.62
8/3/2016 16:00:00,39.55
8/4/2016 16:00:00,39.67
8/5/2016 16:00:00,40.82
8/8/2016 16:00:00,41.08
8/9/2016 16:00:00,41.21
8/10/2016 16:00:00,41.27
8/11/2016 16:00:00,41.65
8/12/2016 16:00:00,41.66
8/15/2016 16:00:00,42.64
8/16/2016 16:00:00,41.63
8/17/2016 16:00:00,41.46
8/18/2016 16:00:00,41.66
8/19/2016 16:00:00,42.28
8/22/2016 16:00:00,42.06
8/23/2016 16:00:00,42.55
8/24/2016 16:00:00,42.25
8/25/2016 16:00:00,42.16
8/26/2016 16:00:00,42.32
8/29/2016 16:00:00,42.56
8/30/2016 16:00:00,42.8
8/31/2016 16:00:00,42.67
9/1/2016 16:00:00,42.84
9/2/2016 16:00:00,43.56
9/6/2016 16:00:00,43.57
9/7/2016 16:00:00,43.74
9/8/2016 16:00:00,43.92
9/9/2016 16:00:00,43.21
9/12/2016 16:00:00,43.57
9/13/2016 16:00:00,43.11
9/14/2016 16:00:00,43.24
9/15/2016 16:00:00,43.71
9/16/2016 16:00:00,43.26
9/19/2016 16:00:00,43.39
9/20/2016 16:00:00,43.33
9/21/2016 16:00:00,44.11
9/22/2016 16:00:00,44.56
9/23/2016 16:00:00,44.13
9/26/2016 16:00:00,43.74
9/27/2016 16:00:00,44.3
9/28/2016 16:00:00,44.51
9/29/2016 16:00:00,43.88
9/30/2016 16:00:00,44.31
10/3/2016 16:00:00,45.11
10/4/2016 16:00:00,45.44
10/5/2016 16:00:00,45.89
10/6/2016 16:00:00,46.25
10/7/2016 16:00:00,45.94
10/10/2016 16:00:00,45.98
10/11/2016 16:00:00,45.1
10/12/2016 16:00:00,45.14
10/13/2016 16:00:00,45.08
10/14/2016 16:00:00,45.26
10/17/2016 16:00:00,45.47
10/18/2016 16:00:00,46.13
10/19/2016 16:00:00,46.43
10/20/2016 16:00:00,46.33
10/21/2016 16:00:00,46.39
10/24/2016 16:00:00,46.12
10/25/2016 16:00:00,45.52
10/26/2016 16:00:00,43.55
10/27/2016 16:00:00,45.59
10/28/2016 16:00:00,46.89
10/31/2016 16:00:00,47.44
11/1/2016 16:00:00,45.93
11/2/2016 16:00:00,43.97
11/3/2016 16:00:00,43.25
11/4/2016 16:00:00,44.02
11/7/2016 16:00:00,45.35
11/8/2016 16:00:00,46.68
11/9/2016 16:00:00,46.95
11/10/2016 16:00:00,47.17
11/11/2016 16:00:00,47.05
11/14/2016 16:00:00,47.59
11/15/2016 16:00:00,47.53
11/16/2016 16:00:00,47.58
11/17/2016 16:00:00,49.01
11/18/2016 16:00:00,48.68
11/21/2016 16:00:00,48.53
11/22/2016 16:00:00,48.25
11/23/2016 16:00:00,49.17
11/25/2016 16:00:00,49.79
11/28/2016 16:00:00,49.62
11/29/2016 16:00:00,49.63
11/30/2016 16:00:00,48.71
12/1/2016 16:00:00,46.32
12/2/2016 16:00:00,46.37
12/5/2016 16:00:00,46.37
12/6/2016 16:00:00,47.13
12/7/2016 16:00:00,47.89
12/8/2016 16:00:00,48.31
12/9/2016 16:00:00,48.19
12/12/2016 16:00:00,47.58
12/13/2016 16:00:00,48.22
12/14/2016 16:00:00,47.91
12/15/2016 16:00:00,48.52
12/16/2016 16:00:00,47.03
12/19/2016 16:00:00,47.4
12/20/2016 16:00:00,47.33
12/21/2016 16:00:00,46.83
12/22/2016 16:00:00,46.15
12/23/2016 16:00:00,46.62
12/27/2016 16:00:00,46.63
12/28/2016 16:00:00,46.35
12/29/2016 16:00:00,46.55
12/30/2016 16:00:00,46.27
1/3/2017 16:00:00,46.64
1/4/2017 16:00:00,46.85
1/5/2017 16:00:00,47.11
1/6/2017 16:00:00,48.25
1/9/2017 16:00:00,48.78
1/10/2017 16:00:00,49.47
1/11/2017 16:00:00,49.09
1/12/2017 16:00:00,49.31
1/13/2017 16:00:00,49.23
1/17/2017 16:00:00,47.36
1/18/2017 16:00:00,47.38
1/19/2017 16:00:00,50.21
1/20/2017 16:00:00,49.56
1/23/2017 16:00:00,50.5
1/24/2017 16:00:00,52.16
1/25/2017 16:00:00,53
1/26/2017 16:00:00,52.82
1/27/2017 16:00:00,52.23
1/30/2017 16:00:00,52.15
1/31/2017 16:00:00,52.57
2/1/2017 16:00:00,52.19
2/2/2017 16:00:00,53.52
2/3/2017 16:00:00,53.97
2/6/2017 16:00:00,53.8
2/7/2017 16:00:00,53.82
2/8/2017 16:00:00,54.22
2/9/2017 16:00:00,54.79
2/10/2017 16:00:00,54.18
2/13/2017 16:00:00,54.3
2/14/2017 16:00:00,54.46
2/15/2017 16:00:00,54.7
2/16/2017 16:00:00,53.66
2/17/2017 16:00:00,54.26
2/21/2017 16:00:00,55.37
2/22/2017 16:00:00,54.85
2/23/2017 16:00:00,54.67
2/24/2017 16:00:00,55.1
2/27/2017 16:00:00,54.87
2/28/2017 16:00:00,53.89
3/1/2017 16:00:00,55.75
3/2/2017 16:00:00,54.95
3/3/2017 16:00:00,55.59
3/6/2017 16:00:00,54.96
3/7/2017 16:00:00,54.8
3/8/2017 16:00:00,55.57
3/9/2017 16:00:00,54.98
3/10/2017 16:00:00,55.22
3/13/2017 16:00:00,55.77
3/14/2017 16:00:00,55.68
3/15/2017 16:00:00,56.43
3/16/2017 16:00:00,56.27
3/17/2017 16:00:00,56.19
3/20/2017 16:00:00,55.64
3/21/2017 16:00:00,53.67
3/22/2017 16:00:00,53.6
3/23/2017 16:00:00,52.09
3/24/2017 16:00:00,51.94
3/27/2017 16:00:00,52.62
3/28/2017 16:00:00,52.72
3/29/2017 16:00:00,53.07
3/30/2017 16:00:00,52.47
3/31/2017 16:00:00,52.55
4/3/2017 16:00:00,52.26
4/4/2017 16:00:00,51.86
4/5/2017 16:00:00,51.24
4/6/2017 16:00:00,51.98
4/7/2017 16:00:00,51.89
4/10/2017 16:00:00,52.18
4/11/2017 16:00:00,52.56
4/12/2017 16:00:00,52.07
4/13/2017 16:00:00,51.54
4/17/2017 16:00:00,52.46
4/18/2017 16:00:00,53.23
4/19/2017 16:00:00,53.69
4/20/2017 16:00:00,52.98
4/21/2017 16:00:00,51.93
4/24/2017 16:00:00,53.35
4/25/2017 16:00:00,53.69
4/26/2017 16:00:00,53.88
4/27/2017 16:00:00,54.08
4/28/2017 16:00:00,54.05
5/1/2017 16:00:00,54.82
5/2/2017 16:00:00,54.74
5/3/2017 16:00:00,53.58
5/4/2017 16:00:00,53.99
5/5/2017 16:00:00,54.34
5/8/2017 16:00:00,53.33
5/9/2017 16:00:00,53.82
5/10/2017 16:00:00,53.32
5/11/2017 16:00:00,53.03
5/12/2017 16:00:00,52.95
5/15/2017 16:00:00,52.62
5/16/2017 16:00:00,53.52
5/17/2017 16:00:00,51.63
5/18/2017 16:00:00,51.14
5/19/2017 16:00:00,55
5/22/2017 16:00:00,55.93
5/23/2017 16:00:00,55.9
5/24/2017 16:00:00,57.14
5/25/2017 16:00:00,58.14
5/26/2017 16:00:00,58
5/30/2017 16:00:00,57.97
5/31/2017 16:00:00,57.58
6/1/2017 16:00:00,57.79
6/2/2017 16:00:00,59.07
6/5/2017 16:00:00,58.87
6/6/2017 16:00:00,59.26
6/7/2017 16:00:00,59.22
6/8/2017 16:00:00,59.69
6/9/2017 16:00:00,56.99
6/12/2017 16:00:00,56.05
6/13/2017 16:00:00,57.87
6/14/2017 16:00:00,57.6
6/15/2017 16:00:00,56.97
6/16/2017 16:00:00,57.14
6/19/2017 16:00:00,57.43
6/20/2017 16:00:00,56.82
6/21/2017 16:00:00,57.39
6/22/2017 16:00:00,57.8
6/23/2017 16:00:00,58.89
6/26/2017 16:00:00,58.49
6/27/2017 16:00:00,56.21
6/28/2017 16:00:00,57
6/29/2017 16:00:00,55.51
6/30/2017 16:00:00,55.12
7/3/2017 16:00:00,53.89
7/5/2017 16:00:00,56.11
7/6/2017 16:00:00,55.53
7/7/2017 16:00:00,56.79
7/10/2017 16:00:00,56.81
7/11/2017 16:00:00,57.38
7/12/2017 16:00:00,58.02
7/13/2017 16:00:00,57.37
7/14/2017 16:00:00,58.06
7/17/2017 16:00:00,57.49
7/18/2017 16:00:00,58.05
7/19/2017 16:00:00,58.92
7/20/2017 16:00:00,54.1
7/21/2017 16:00:00,55.22
7/24/2017 16:00:00,55.73
7/25/2017 16:00:00,55.74
7/26/2017 16:00:00,55.88
7/27/2017 16:00:00,55.2
7/28/2017 16:00:00,55.32
7/31/2017 16:00:00,55.19
8/1/2017 16:00:00,55.48
8/2/2017 16:00:00,54.44
8/3/2017 16:00:00,54.11
8/4/2017 16:00:00,54.06
8/7/2017 16:00:00,54.15
8/8/2017 16:00:00,53.68
8/9/2017 16:00:00,53.84
8/10/2017 16:00:00,52.54
8/11/2017 16:00:00,53.34
8/14/2017 16:00:00,53.42
8/15/2017 16:00:00,53.39
8/16/2017 16:00:00,54.01
8/17/2017 16:00:00,52.99
8/18/2017 16:00:00,53.52
8/21/2017 16:00:00,53.43
8/22/2017 16:00:00,54.57
8/23/2017 16:00:00,54.26
8/24/2017 16:00:00,54.73
8/25/2017 16:00:00,55.16
8/28/2017 16:00:00,54.83
8/29/2017 16:00:00,54.73
8/30/2017 16:00:00,55.76
8/31/2017 16:00:00,56
9/1/2017 16:00:00,55.9
9/5/2017 16:00:00,55.93
9/6/2017 16:00:00,55.91
9/7/2017 16:00:00,55.61
9/8/2017 16:00:00,55.4
9/11/2017 16:00:00,56.05
9/12/2017 16:00:00,56.27
9/13/2017 16:00:00,56.05
9/14/2017 16:00:00,55.16
9/15/2017 16:00:00,54.65
9/18/2017 16:00:00,54.95
9/19/2017 16:00:00,55.44
9/20/2017 16:00:00,56.23
9/21/2017 16:00:00,56.23
9/22/2017 16:00:00,56.94
9/25/2017 16:00:00,56.22
9/26/2017 16:00:00,55.62
9/27/2017 16:00:00,56.02
9/28/2017 16:00:00,56.03
9/29/2017 16:00:00,56.28
10/2/2017 16:00:00,56.28
10/3/2017 16:00:00,56.64
10/4/2017 16:00:00,57
10/5/2017 16:00:00,57.75
10/6/2017 16:00:00,58.32
10/9/2017 16:00:00,58.58
10/10/2017 16:00:00,58.98
10/11/2017 16:00:00,59.33
10/12/2017 16:00:00,59.58
10/13/2017 16:00:00,60.04
10/16/2017 16:00:00,60.02
10/17/2017 16:00:00,60.26
10/18/2017 16:00:00,60.64
10/19/2017 16:00:00,60.12
10/20/2017 16:00:00,60.72
10/23/2017 16:00:00,60.76
10/24/2017 16:00:00,61.09
10/25/2017 16:00:00,60.09
10/26/2017 16:00:00,64.67
10/27/2017 16:00:00,66.43
10/30/2017 16:00:00,66.16
10/31/2017 16:00:00,66.45
11/1/2017 16:00:00,65.81
11/2/2017 16:00:00,66.45
11/3/2017 16:00:00,66.25
11/6/2017 16:00:00,65.5
11/7/2017 16:00:00,65.13
11/8/2017 16:00:00,65.04
11/9/2017 16:00:00,64.66
11/10/2017 16:00:00,64.79
11/13/2017 16:00:00,64.58
11/14/2017 16:00:00,64.28
11/15/2017 16:00:00,63.92
11/16/2017 16:00:00,65.2
11/17/2017 16:00:00,65.12
11/20/2017 16:00:00,65.37
11/21/2017 16:00:00,65.03
11/22/2017 16:00:00,65.1
11/24/2017 13:00:00,65.77
11/27/2017 16:00:00,65.46
11/28/2017 16:00:00,65.69
11/29/2017 16:00:00,62.26
11/30/2017 16:00:00,63.68
12/1/2017 16:00:00,62.64
12/4/2017 16:00:00,61.61
12/5/2017 16:00:00,61.53
12/6/2017 16:00:00,61.52
12/7/2017 16:00:00,62.31
12/8/2017 16:00:00,61.7
12/11/2017 16:00:00,61.44
12/12/2017 16:00:00,60.55
12/13/2017 16:00:00,60.8
12/14/2017 16:00:00,60.13
12/15/2017 16:00:00,60.46
12/18/2017 16:00:00,60.57
12/19/2017 16:00:00,59.85
12/20/2017 16:00:00,59.46
12/21/2017 16:00:00,60.05
12/22/2017 16:00:00,60
12/26/2017 16:00:00,60.06
12/27/2017 16:00:00,60.34
12/28/2017 16:00:00,61.24
12/29/2017 16:00:00,60.77
1/2/2018 16:00:00,61.16
1/3/2018 16:00:00,61.94
1/4/2018 16:00:00,63
1/5/2018 16:00:00,63.65
1/8/2018 16:00:00,64.4
1/9/2018 16:00:00,64.53
1/10/2018 16:00:00,64.57
1/11/2018 16:00:00,65.79
1/12/2018 16:00:00,65.93
1/16/2018 16:00:00,65.29
1/17/2018 16:00:00,66.7
1/18/2018 16:00:00,69.95
1/19/2018 16:00:00,71.46
1/22/2018 16:00:00,72.85
1/23/2018 16:00:00,74.48
1/24/2018 16:00:00,73.42
1/25/2018 16:00:00,73.18
1/26/2018 16:00:00,73.5
